attendingphysician,claimid
PHY371668,1
PHY371669,3
PHY371672,2
PHY371674,1
PHY371675,3
PHY371676,1
PHY371677,1
PHY371678,1
PHY371679,1
PHY371680,4
PHY371682,1
PHY371683,40
PHY371685,1
PHY371688,19
PHY371689,7
PHY371690,1
PHY371691,31
PHY371693,2
PHY371694,3
PHY371695,1
PHY371696,2
PHY371697,2
PHY371698,1
PHY371699,2
PHY371700,3
PHY371701,16
PHY371702,2
PHY371704,1
PHY371706,1
PHY371707,4
PHY371709,1
PHY371710,4
PHY371712,29
PHY371713,1
PHY371714,1
PHY371715,1
PHY371716,1
PHY371717,1
PHY371718,15
PHY371719,1
PHY371721,39
PHY371722,1
PHY371723,1
PHY371725,184
PHY371726,2
PHY371727,1
PHY371728,1
PHY371729,1
PHY371731,40
PHY371733,4
PHY371734,8
PHY371736,1
PHY371737,2
PHY371738,5
PHY371740,2
PHY371741,1
PHY371742,1
PHY371743,1
PHY371745,4
PHY371746,2
PHY371748,2
PHY371750,1
PHY371751,1
PHY371753,3
PHY371754,64
PHY371755,1
PHY371757,2
PHY371758,2
PHY371760,1
PHY371761,3
PHY371762,1
PHY371763,1
PHY371765,1
PHY371768,2
PHY371774,4
PHY371775,1
PHY371776,1
PHY371777,2
PHY371778,1
PHY371780,5
PHY371781,8
PHY371783,15
PHY371784,8
PHY371785,1
PHY371787,1
PHY371789,3
PHY371790,9
PHY371791,3
PHY371793,1
PHY371794,1
PHY371796,2
PHY371799,1
PHY371800,1
PHY371801,1
PHY371803,1
PHY371804,1
PHY371805,1
PHY371806,4
PHY371807,2
PHY371808,3
PHY371809,6
PHY371811,1
PHY371812,3
PHY371813,1
PHY371814,3
PHY371815,1
PHY371817,1
PHY371819,1
PHY371820,5
PHY371821,14
PHY371823,12
PHY371827,5
PHY371829,8
PHY371831,2
PHY371832,4
PHY371834,2
PHY371836,1
PHY371837,10
PHY371838,6
PHY371839,1
PHY371840,2
PHY371843,11
PHY371844,1
PHY371845,1
PHY371847,1
PHY371848,1
PHY371849,2
PHY371850,2
PHY371851,11
PHY371852,4
PHY371853,4
PHY371854,2
PHY371855,6
PHY371856,1
PHY371857,3
PHY371859,3
PHY371860,5
PHY371861,2
PHY371862,2
PHY371863,1
PHY371864,2
PHY371865,174
PHY371866,8
PHY371867,12
PHY371869,21
PHY371870,2
PHY371871,2
PHY371872,1
PHY371873,12
PHY371874,2
PHY371876,5
PHY371877,2
PHY371878,4
PHY371879,1
PHY371880,4
PHY371882,3
PHY371883,1
PHY371884,1
PHY371886,1
PHY371888,1
PHY371889,1
PHY371894,3
PHY371895,2
PHY371896,154
PHY371897,1
PHY371898,1
PHY371899,4
PHY371900,1
PHY371901,9
PHY371902,1
PHY371904,1
PHY371905,3
PHY371907,1
PHY371910,4
PHY371911,1
PHY371912,1
PHY371915,1
PHY371916,23
PHY371918,1
PHY371919,2
PHY371921,1
PHY371924,1
PHY371925,1
PHY371927,1
PHY371928,1
PHY371930,1
PHY371931,111
PHY371932,1
PHY371933,1
PHY371938,1
PHY371939,1
PHY371940,21
PHY371942,1
PHY371943,51
PHY371944,1
PHY371945,4
PHY371946,1
PHY371947,5
PHY371949,1
PHY371953,2
PHY371954,1
PHY371956,2
PHY371957,4
PHY371958,6
PHY371960,7
PHY371961,4
PHY371962,1
PHY371963,1
PHY371965,1
PHY371966,1
PHY371968,1
PHY371970,5
PHY371971,1
PHY371972,1
PHY371976,2
PHY371977,2
PHY371978,8
PHY371979,1
PHY371982,2
PHY371983,1
PHY371984,2
PHY371985,2
PHY371988,1
PHY371990,1
PHY371991,3
PHY371994,6
PHY371995,1
PHY371997,1
PHY371998,1
PHY371999,1
PHY372000,1
PHY372002,3
PHY372003,2
PHY372004,2
PHY372005,5
PHY372006,4
PHY372008,1
PHY372011,1
PHY372014,1
PHY372015,1
PHY372017,1
PHY372018,1
PHY372020,5
PHY372021,2
PHY372022,3
PHY372024,3
PHY372026,2
PHY372027,13
PHY372028,1
PHY372029,1
PHY372031,3
PHY372032,1
PHY372034,3
PHY372035,4
PHY372036,4
PHY372037,1
PHY372038,1
PHY372040,1
PHY372041,1
PHY372042,1
PHY372044,3
PHY372046,5
PHY372048,3
PHY372049,12
PHY372051,2
PHY372052,9
PHY372053,13
PHY372054,1
PHY372055,1
PHY372056,1
PHY372058,1
PHY372061,5
PHY372063,2
PHY372064,1
PHY372066,1
PHY372067,1
PHY372068,4
PHY372069,1
PHY372070,1
PHY372071,2
PHY372072,1
PHY372073,4
PHY372077,8
PHY372078,2
PHY372080,4
PHY372082,1
PHY372083,28
PHY372084,1
PHY372086,1
PHY372087,1
PHY372089,27
PHY372091,3
PHY372092,7
PHY372093,1
PHY372095,4
PHY372098,1
PHY372100,2
PHY372103,8
PHY372104,1
PHY372105,8
PHY372106,11
PHY372107,1
PHY372110,1
PHY372111,1
PHY372113,1
PHY372115,1
PHY372117,2
PHY372118,6
PHY372120,7
PHY372121,2
PHY372122,5
PHY372123,74
PHY372124,1
PHY372125,3
PHY372126,2
PHY372127,1
PHY372129,7
PHY372130,2
PHY372131,1
PHY372132,1
PHY372133,12
PHY372135,8
PHY372137,73
PHY372138,2
PHY372139,1
PHY372140,2
PHY372141,2
PHY372142,13
PHY372148,1
PHY372149,1
PHY372150,3
PHY372151,2
PHY372153,7
PHY372154,20
PHY372155,2
PHY372156,8
PHY372159,1
PHY372161,1
PHY372162,1
PHY372167,1
PHY372170,2
PHY372171,1
PHY372172,29
PHY372174,4
PHY372176,2
PHY372179,3
PHY372180,1
PHY372181,1
PHY372182,11
PHY372183,1
PHY372184,3
PHY372185,2
PHY372187,1
PHY372189,1
PHY372190,1
PHY372192,6
PHY372193,2
PHY372195,3
PHY372196,15
PHY372197,1
PHY372198,2
PHY372200,15
PHY372201,1
PHY372203,2
PHY372204,1
PHY372205,15
PHY372206,1
PHY372207,3
PHY372209,1
PHY372210,12
PHY372212,1
PHY372213,1
PHY372214,1
PHY372215,3
PHY372216,3
PHY372217,2
PHY372219,1
PHY372222,1
PHY372223,3
PHY372224,45
PHY372225,1
PHY372227,1
PHY372228,3
PHY372229,2
PHY372230,3
PHY372237,1
PHY372240,1
PHY372241,1
PHY372242,1
PHY372243,2
PHY372244,4
PHY372247,2
PHY372249,1
PHY372250,2
PHY372251,1
PHY372252,9
PHY372254,1
PHY372255,4
PHY372256,1
PHY372257,1
PHY372259,1
PHY372262,2
PHY372263,1
PHY372264,14
PHY372265,2
PHY372267,13
PHY372269,5
PHY372270,3
PHY372273,1
PHY372275,17
PHY372276,3
PHY372277,1
PHY372278,1
PHY372279,1
PHY372280,1
PHY372281,2
PHY372284,1
PHY372286,1
PHY372287,1
PHY372288,13
PHY372289,1
PHY372290,2
PHY372293,7
PHY372295,1
PHY372296,1
PHY372298,1
PHY372299,1
PHY372300,1
PHY372301,10
PHY372302,4
PHY372303,1
PHY372304,1
PHY372306,1
PHY372307,3
PHY372308,47
PHY372309,1
PHY372310,8
PHY372311,1
PHY372312,13
PHY372313,1
PHY372314,3
PHY372318,2
PHY372319,1
PHY372320,1
PHY372323,1
PHY372325,3
PHY372328,1
PHY372329,2
PHY372331,1
PHY372332,2
PHY372333,2
PHY372334,59
PHY372337,1
PHY372339,1
PHY372341,2
PHY372343,2
PHY372345,1
PHY372346,4
PHY372349,2
PHY372352,1
PHY372353,3
PHY372354,1
PHY372355,1
PHY372357,1
PHY372359,1
PHY372362,1
PHY372363,1
PHY372364,183
PHY372365,1
PHY372366,6
PHY372367,7
PHY372368,1
PHY372369,4
PHY372370,2
PHY372372,1
PHY372373,3
PHY372374,4
PHY372375,2
PHY372378,1
PHY372379,11
PHY372380,2
PHY372382,12
PHY372383,1
PHY372387,1
PHY372388,2
PHY372389,10
PHY372390,1
PHY372391,1
PHY372392,1
PHY372393,25
PHY372395,5
PHY372396,5
PHY372397,1
PHY372398,2
PHY372399,7
PHY372401,1
PHY372402,3
PHY372403,1
PHY372404,1
PHY372405,2
PHY372407,1
PHY372408,3
PHY372409,1
PHY372410,2
PHY372411,1
PHY372412,11
PHY372413,1
PHY372415,2
PHY372416,12
PHY372417,3
PHY372418,7
PHY372420,5
PHY372423,2
PHY372425,1
PHY372427,1
PHY372428,2
PHY372432,4
PHY372433,1
PHY372435,1
PHY372436,1
PHY372437,1
PHY372439,5
PHY372440,1
PHY372441,6
PHY372442,1
PHY372443,3
PHY372445,1
PHY372446,1
PHY372447,6
PHY372450,8
PHY372451,2
PHY372454,1
PHY372455,1
PHY372459,2
PHY372461,1
PHY372462,1
PHY372463,74
PHY372464,6
PHY372465,2
PHY372466,1
PHY372468,22
PHY372469,1
PHY372471,2
PHY372472,1
PHY372473,10
PHY372475,1
PHY372476,2
PHY372477,1
PHY372478,11
PHY372480,1
PHY372481,5
PHY372482,2
PHY372484,5
PHY372488,1
PHY372489,137
PHY372491,2
PHY372492,5
PHY372493,2
PHY372494,2
PHY372495,3
PHY372496,2
PHY372500,7
PHY372501,1
PHY372502,2
PHY372503,1
PHY372505,2
PHY372509,4
PHY372510,101
PHY372511,1
PHY372512,1
PHY372513,1
PHY372514,5
PHY372515,2
PHY372517,2
PHY372519,9
PHY372524,1
PHY372526,4
PHY372529,12
PHY372534,1
PHY372535,22
PHY372536,2
PHY372538,31
PHY372540,1
PHY372541,4
PHY372544,11
PHY372545,8
PHY372547,2
PHY372550,1
PHY372551,1
PHY372552,1
PHY372554,2
PHY372556,19
PHY372557,1
PHY372558,4
PHY372559,1
PHY372560,1
PHY372561,1
PHY372562,123
PHY372565,1
PHY372566,6
PHY372569,1
PHY372571,1
PHY372572,6
PHY372573,1
PHY372574,1
PHY372575,14
PHY372577,1
PHY372579,1
PHY372581,1
PHY372584,2
PHY372585,2
PHY372586,1
PHY372588,2
PHY372589,2
PHY372590,1
PHY372592,1
PHY372593,8
PHY372596,4
PHY372597,1
PHY372600,1
PHY372601,1
PHY372602,1
PHY372603,16
PHY372605,1
PHY372607,1
PHY372608,3
PHY372609,3
PHY372613,12
PHY372616,1
PHY372617,1
PHY372618,8
PHY372619,33
PHY372621,65
PHY372622,1
PHY372623,226
PHY372625,6
PHY372627,2
PHY372628,25
PHY372630,1
PHY372631,1
PHY372633,1
PHY372634,2
PHY372635,3
PHY372636,1
PHY372637,1
PHY372638,1
PHY372639,1
PHY372640,1
PHY372641,2
PHY372643,1
PHY372644,1
PHY372645,38
PHY372646,3
PHY372648,16
PHY372654,1
PHY372656,1
PHY372657,1
PHY372658,2
PHY372659,1
PHY372660,1
PHY372661,7
PHY372662,7
PHY372663,29
PHY372665,2
PHY372667,1
PHY372668,1
PHY372669,2
PHY372670,1
PHY372672,2
PHY372673,1
PHY372674,1
PHY372676,2
PHY372677,3
PHY372678,1
PHY372681,6
PHY372682,1
PHY372683,1
PHY372684,3
PHY372685,3
PHY372687,1
PHY372689,3
PHY372690,1
PHY372691,3
PHY372692,1
PHY372693,1
PHY372694,2
PHY372695,1
PHY372697,5
PHY372698,1
PHY372700,4
PHY372701,1
PHY372702,2
PHY372703,1
PHY372705,2
PHY372706,3
PHY372707,1
PHY372708,1
PHY372709,1
PHY372711,1
PHY372713,1
PHY372714,4
PHY372715,20
PHY372716,6
PHY372717,1
PHY372718,1
PHY372720,1
PHY372722,1
PHY372723,6
PHY372724,1
PHY372725,4
PHY372726,1
PHY372728,3
PHY372729,1
PHY372730,4
PHY372731,3
PHY372732,22
PHY372733,62
PHY372734,2
PHY372736,3
PHY372737,2
PHY372739,3
PHY372740,1
PHY372742,2
PHY372743,2
PHY372744,3
PHY372745,1
PHY372747,5
PHY372749,6
PHY372750,17
PHY372751,1
PHY372752,2
PHY372753,1
PHY372754,2
PHY372756,20
PHY372757,2
PHY372759,1
PHY372760,3
PHY372761,1
PHY372763,1
PHY372765,52
PHY372766,1
PHY372768,2
PHY372771,1
PHY372772,19
PHY372774,5
PHY372777,1
PHY372778,1
PHY372783,11
PHY372784,1
PHY372785,14
PHY372786,1
PHY372787,1
PHY372791,3
PHY372792,1
PHY372793,1
PHY372796,4
PHY372797,1
PHY372798,1
PHY372799,2
PHY372801,1
PHY372803,1
PHY372805,76
PHY372808,3
PHY372809,3
PHY372810,1
PHY372811,1
PHY372812,38
PHY372815,5
PHY372816,1
PHY372819,1
PHY372821,1
PHY372822,1
PHY372823,1
PHY372824,1
PHY372826,48
PHY372827,24
PHY372830,1
PHY372832,1
PHY372834,1
PHY372835,35
PHY372836,1
PHY372837,1
PHY372839,18
PHY372840,5
PHY372842,2
PHY372843,4
PHY372844,1
PHY372845,1
PHY372846,1
PHY372848,4
PHY372849,1
PHY372851,1
PHY372853,1
PHY372855,7
PHY372856,2
PHY372859,1
PHY372860,6
PHY372861,8
PHY372863,2
PHY372864,2
PHY372865,2
PHY372866,1
PHY372867,20
PHY372868,1
PHY372869,3
PHY372870,19
PHY372872,6
PHY372873,4
PHY372875,1
PHY372877,7
PHY372880,2
PHY372882,2
PHY372884,6
PHY372885,27
PHY372887,1
PHY372890,3
PHY372896,5
PHY372897,3
PHY372899,3
PHY372900,24
PHY372901,72
PHY372902,2
PHY372904,1
PHY372905,2
PHY372906,1
PHY372908,17
PHY372910,1
PHY372911,2
PHY372912,1
PHY372913,1
PHY372914,5
PHY372915,6
PHY372916,1
PHY372919,2
PHY372920,2
PHY372922,10
PHY372923,1
PHY372925,84
PHY372926,1
PHY372927,1
PHY372928,1
PHY372929,8
PHY372930,2
PHY372932,3
PHY372933,4
PHY372934,2
PHY372936,4
PHY372938,1
PHY372939,1
PHY372940,1
PHY372941,12
PHY372943,6
PHY372944,5
PHY372947,1
PHY372948,2
PHY372949,2
PHY372950,2
PHY372952,2
PHY372953,1
PHY372954,2
PHY372957,2
PHY372958,1
PHY372959,7
PHY372962,1
PHY372963,1
PHY372964,1
PHY372965,6
PHY372967,1
PHY372968,3
PHY372970,2
PHY372972,1
PHY372973,2
PHY372974,3
PHY372975,1
PHY372976,1
PHY372979,1
PHY372980,1
PHY372981,7
PHY372984,1
PHY372987,3
PHY372988,63
PHY372989,16
PHY372992,58
PHY372993,1
PHY372994,3
PHY372995,9
PHY372996,14
PHY372997,1
PHY372998,8
PHY372999,3
PHY373001,2
PHY373002,1
PHY373005,2
PHY373006,22
PHY373008,29
PHY373009,1
PHY373010,2
PHY373011,1
PHY373012,1
PHY373013,2
PHY373014,1
PHY373016,1
PHY373017,1
PHY373019,1
PHY373020,4
PHY373021,2
PHY373023,3
PHY373025,1
PHY373027,1
PHY373028,1
PHY373030,2
PHY373031,2
PHY373032,618
PHY373033,1
PHY373034,1
PHY373036,3
PHY373037,2
PHY373038,3
PHY373039,2
PHY373044,1
PHY373045,1
PHY373046,40
PHY373047,2
PHY373049,2
PHY373050,2
PHY373051,2
PHY373053,1
PHY373055,1
PHY373056,1
PHY373058,1
PHY373059,5
PHY373060,1
PHY373061,3
PHY373062,1
PHY373063,2
PHY373065,7
PHY373066,1
PHY373067,3
PHY373068,1
PHY373071,9
PHY373073,3
PHY373074,7
PHY373075,7
PHY373076,41
PHY373078,4
PHY373079,4
PHY373080,1
PHY373081,1
PHY373082,1
PHY373084,1
PHY373086,1
PHY373087,2
PHY373088,2
PHY373089,1
PHY373091,11
PHY373092,1
PHY373093,2
PHY373097,2
PHY373101,1
PHY373102,1
PHY373103,3
PHY373104,9
PHY373106,1
PHY373107,4
PHY373110,5
PHY373111,2
PHY373112,1
PHY373113,9
PHY373115,3
PHY373119,1
PHY373120,1
PHY373121,9
PHY373122,1
PHY373125,1
PHY373127,4
PHY373128,2
PHY373129,1
PHY373130,3
PHY373131,3
PHY373132,2
PHY373133,1
PHY373135,1
PHY373136,1
PHY373137,43
PHY373138,2
PHY373140,4
PHY373141,2
PHY373142,2
PHY373145,1
PHY373146,4
PHY373147,2
PHY373148,1
PHY373149,3
PHY373152,28
PHY373153,1
PHY373155,1
PHY373156,2
PHY373157,1
PHY373159,1
PHY373162,3
PHY373163,1
PHY373165,119
PHY373166,2
PHY373169,1
PHY373170,2
PHY373171,8
PHY373172,4
PHY373173,2
PHY373174,1
PHY373176,1
PHY373177,1
PHY373181,3
PHY373182,16
PHY373183,5
PHY373184,1
PHY373186,1
PHY373187,2
PHY373188,2
PHY373190,2
PHY373192,14
PHY373193,8
PHY373194,4
PHY373195,24
PHY373198,4
PHY373199,3
PHY373200,2
PHY373204,1
PHY373205,178
PHY373206,2
PHY373208,1
PHY373210,1
PHY373211,11
PHY373215,1
PHY373216,1
PHY373217,1
PHY373224,1
PHY373225,5
PHY373226,1
PHY373228,1
PHY373229,1
PHY373231,2
PHY373232,1
PHY373236,30
PHY373237,4
PHY373238,2
PHY373239,2
PHY373240,2
PHY373245,1
PHY373246,7
PHY373248,5
PHY373249,1
PHY373250,1
PHY373251,5
PHY373252,11
PHY373253,1
PHY373256,8
PHY373257,1
PHY373260,2
PHY373261,1
PHY373263,2
PHY373265,1
PHY373266,1
PHY373267,1
PHY373268,1
PHY373269,2
PHY373270,3
PHY373271,3
PHY373272,1
PHY373273,14
PHY373275,1
PHY373276,24
PHY373277,5
PHY373278,2
PHY373279,4
PHY373281,6
PHY373282,1
PHY373283,1
PHY373284,1
PHY373285,2
PHY373286,1
PHY373288,1
PHY373290,2
PHY373291,3
PHY373293,4
PHY373294,3
PHY373296,1
PHY373297,1
PHY373300,2
PHY373304,1
PHY373305,1
PHY373306,1
PHY373307,3
PHY373308,1
PHY373309,1
PHY373310,2
PHY373311,3
PHY373313,2
PHY373314,1
PHY373317,1
PHY373319,7
PHY373321,2
PHY373322,1
PHY373323,4
PHY373324,1
PHY373325,2
PHY373326,3
PHY373327,7
PHY373329,7
PHY373330,1
PHY373332,1
PHY373333,1
PHY373335,18
PHY373336,14
PHY373339,1
PHY373342,1
PHY373343,1
PHY373344,8
PHY373345,2
PHY373346,1
PHY373349,1
PHY373350,1
PHY373352,1
PHY373353,1
PHY373355,23
PHY373356,1
PHY373359,6
PHY373360,11
PHY373361,2
PHY373362,1
PHY373363,1
PHY373364,1
PHY373365,3
PHY373367,1
PHY373368,2
PHY373371,2
PHY373372,1
PHY373373,2
PHY373375,1
PHY373377,85
PHY373378,1
PHY373379,1
PHY373380,2
PHY373383,31
PHY373384,1
PHY373386,1
PHY373388,1
PHY373389,3
PHY373390,2
PHY373391,2
PHY373392,2
PHY373393,2
PHY373394,2
PHY373395,1
PHY373397,1
PHY373398,2
PHY373399,2
PHY373400,3
PHY373401,1
PHY373402,1
PHY373409,1
PHY373412,2
PHY373413,1
PHY373414,1
PHY373417,19
PHY373419,1
PHY373420,8
PHY373421,1
PHY373422,5
PHY373423,1
PHY373424,1
PHY373425,4
PHY373426,1
PHY373427,10
PHY373428,1
PHY373429,1
PHY373430,1
PHY373433,1
PHY373434,2
PHY373436,7
PHY373437,2
PHY373438,5
PHY373439,1
PHY373440,1
PHY373441,10
PHY373442,2
PHY373443,1
PHY373445,1
PHY373446,1
PHY373447,1
PHY373449,1
PHY373452,1
PHY373457,1
PHY373459,2
PHY373460,1
PHY373461,18
PHY373462,1
PHY373465,1
PHY373466,129
PHY373467,14
PHY373469,1
PHY373471,6
PHY373472,2
PHY373475,1
PHY373476,1
PHY373477,20
PHY373478,2
PHY373482,1
PHY373484,2
PHY373485,1
PHY373488,44
PHY373489,1
PHY373490,2
PHY373491,2
PHY373492,1
PHY373494,1
PHY373497,2
PHY373499,1
PHY373500,2
PHY373501,1
PHY373502,1
PHY373503,1
PHY373504,1
PHY373505,8
PHY373506,1
PHY373507,1
PHY373508,2
PHY373509,3
PHY373511,14
PHY373512,38
PHY373513,1
PHY373515,1
PHY373516,17
PHY373518,2
PHY373519,1
PHY373520,2
PHY373521,7
PHY373522,4
PHY373523,1
PHY373524,5
PHY373526,3
PHY373527,3
PHY373528,31
PHY373529,1
PHY373530,2
PHY373531,1
PHY373532,32
PHY373534,4
PHY373535,2
PHY373536,1
PHY373537,3
PHY373538,1
PHY373539,3
PHY373540,6
PHY373541,2
PHY373542,1
PHY373545,2
PHY373551,1
PHY373552,11
PHY373553,2
PHY373554,8
PHY373555,2
PHY373556,2
PHY373557,2
PHY373560,17
PHY373561,1
PHY373566,10
PHY373567,1
PHY373569,1
PHY373572,7
PHY373573,2
PHY373574,2
PHY373576,1
PHY373577,1
PHY373582,1
PHY373583,61
PHY373586,1
PHY373587,5
PHY373588,1
PHY373590,7
PHY373591,1
PHY373592,3
PHY373593,12
PHY373596,2
PHY373597,1
PHY373598,1
PHY373599,2
PHY373600,1
PHY373601,2
PHY373602,4
PHY373604,5
PHY373605,1
PHY373606,1
PHY373607,1
PHY373609,1
PHY373610,3
PHY373611,6
PHY373612,4
PHY373615,1
PHY373616,4
PHY373617,1
PHY373618,20
PHY373621,3
PHY373624,1
PHY373626,130
PHY373627,2
PHY373628,1
PHY373629,1
PHY373630,62
PHY373631,1
PHY373633,1
PHY373634,42
PHY373635,1
PHY373637,4
PHY373640,1
PHY373643,7
PHY373644,14
PHY373646,7
PHY373647,16
PHY373648,10
PHY373649,4
PHY373651,1
PHY373652,24
PHY373653,2
PHY373654,1
PHY373657,12
PHY373658,3
PHY373659,1
PHY373660,1
PHY373663,1
PHY373666,1
PHY373668,4
PHY373670,5
PHY373671,1
PHY373672,1
PHY373673,1
PHY373675,1
PHY373676,1
PHY373678,1
PHY373679,9
PHY373680,2
PHY373681,4
PHY373682,94
PHY373683,1
PHY373684,1
PHY373685,12
PHY373688,4
PHY373693,1
PHY373694,6
PHY373696,3
PHY373697,1
PHY373699,4
PHY373700,4
PHY373702,1
PHY373703,2
PHY373704,6
PHY373705,1
PHY373708,1
PHY373710,1
PHY373713,1
PHY373714,1
PHY373715,1
PHY373716,1
PHY373717,2
PHY373720,1
PHY373723,4
PHY373724,1
PHY373726,1
PHY373728,2
PHY373729,1
PHY373730,1
PHY373731,1
PHY373732,1
PHY373734,1
PHY373737,1
PHY373739,5
PHY373740,1
PHY373741,2
PHY373742,2
PHY373743,1
PHY373745,1
PHY373746,54
PHY373747,1
PHY373749,66
PHY373750,1
PHY373751,1
PHY373752,1
PHY373754,1
PHY373755,7
PHY373756,2
PHY373757,3
PHY373758,1
PHY373759,1
PHY373760,1
PHY373761,8
PHY373762,19
PHY373763,3
PHY373764,3
PHY373766,4
PHY373767,1
PHY373768,3
PHY373769,1
PHY373770,4
PHY373771,1
PHY373772,1
PHY373773,1
PHY373774,2
PHY373775,1
PHY373777,1
PHY373778,13
PHY373779,1
PHY373781,2
PHY373782,3
PHY373783,3
PHY373784,41
PHY373785,36
PHY373786,1
PHY373790,1
PHY373792,1
PHY373793,2
PHY373798,5
PHY373801,2
PHY373804,1
PHY373806,1
PHY373807,2
PHY373808,4
PHY373809,4
PHY373813,25
PHY373814,1
PHY373816,4
PHY373817,3
PHY373819,1
PHY373820,1
PHY373821,7
PHY373823,3
PHY373825,4
PHY373826,17
PHY373829,1
PHY373830,1
PHY373832,5
PHY373833,1
PHY373834,59
PHY373838,3
PHY373839,1
PHY373840,23
PHY373842,5
PHY373844,3
PHY373845,5
PHY373847,2
PHY373848,1
PHY373851,1
PHY373852,2
PHY373854,87
PHY373855,82
PHY373858,265
PHY373859,6
PHY373860,2
PHY373861,15
PHY373862,1
PHY373863,14
PHY373864,2
PHY373865,11
PHY373866,8
PHY373867,1
PHY373870,1
PHY373871,1
PHY373872,2
PHY373873,1
PHY373875,1
PHY373876,62
PHY373877,1
PHY373878,2
PHY373879,1
PHY373882,2
PHY373883,2
PHY373885,1
PHY373887,1
PHY373888,1
PHY373889,1
PHY373891,2
PHY373892,1
PHY373894,1
PHY373897,1
PHY373899,11
PHY373900,2
PHY373901,1
PHY373902,1
PHY373905,1
PHY373907,75
PHY373908,1
PHY373909,3
PHY373910,5
PHY373911,4
PHY373912,4
PHY373914,1
PHY373915,1
PHY373916,3
PHY373917,1
PHY373919,2
PHY373920,1
PHY373921,3
PHY373926,3
PHY373928,3
PHY373929,1
PHY373930,1
PHY373934,2
PHY373936,2
PHY373938,2
PHY373939,1
PHY373940,1
PHY373941,1
PHY373942,1
PHY373943,1
PHY373945,2
PHY373946,3
PHY373947,1
PHY373948,3
PHY373949,5
PHY373950,1
PHY373952,10
PHY373953,1
PHY373954,1
PHY373956,2
PHY373957,15
PHY373958,1
PHY373962,1
PHY373963,16
PHY373966,3
PHY373967,6
PHY373968,4
PHY373969,2
PHY373971,1
PHY373973,1
PHY373974,1
PHY373975,1
PHY373979,1
PHY373980,9
PHY373981,2
PHY373982,2
PHY373984,1
PHY373985,2
PHY373986,3
PHY373987,1
PHY373988,2
PHY373990,1
PHY373992,8
PHY373993,113
PHY373994,2
PHY373996,2
PHY373997,3
PHY374000,1
PHY374001,8
PHY374002,7
PHY374005,4
PHY374007,1
PHY374008,19
PHY374009,4
PHY374010,2
PHY374012,4
PHY374013,1
PHY374015,1
PHY374016,1
PHY374017,2
PHY374018,5
PHY374020,1
PHY374022,1
PHY374023,1
PHY374025,49
PHY374026,6
PHY374027,1
PHY374029,1
PHY374030,1
PHY374031,2
PHY374032,5
PHY374034,4
PHY374035,2
PHY374039,4
PHY374040,16
PHY374041,2
PHY374043,1
PHY374045,1
PHY374046,5
PHY374047,8
PHY374048,1
PHY374049,41
PHY374050,1
PHY374051,1
PHY374053,38
PHY374054,3
PHY374057,3
PHY374059,2
PHY374060,3
PHY374061,2
PHY374062,1
PHY374063,3
PHY374064,2
PHY374065,2
PHY374066,2
PHY374067,1
PHY374068,3
PHY374069,1
PHY374070,4
PHY374071,2
PHY374072,4
PHY374073,2
PHY374074,2
PHY374078,2
PHY374079,68
PHY374082,1
PHY374084,22
PHY374087,3
PHY374088,2
PHY374090,3
PHY374092,1
PHY374093,1
PHY374094,2
PHY374095,4
PHY374096,3
PHY374097,1
PHY374099,1
PHY374100,3
PHY374101,2
PHY374102,6
PHY374103,2
PHY374104,2
PHY374106,4
PHY374110,1
PHY374111,1
PHY374118,3
PHY374120,2
PHY374121,13
PHY374122,1
PHY374123,3
PHY374124,1
PHY374126,2
PHY374127,5
PHY374128,108
PHY374130,1
PHY374132,1
PHY374133,2
PHY374134,2
PHY374135,1
PHY374137,1
PHY374138,1
PHY374140,1
PHY374141,1
PHY374142,5
PHY374144,20
PHY374145,1
PHY374146,8
PHY374148,40
PHY374150,16
PHY374152,1
PHY374153,4
PHY374154,36
PHY374155,2
PHY374157,1
PHY374158,2
PHY374159,13
PHY374162,1
PHY374163,8
PHY374164,14
PHY374165,16
PHY374166,1
PHY374167,5
PHY374168,1
PHY374170,1
PHY374171,1
PHY374172,2
PHY374173,1
PHY374174,7
PHY374175,8
PHY374176,8
PHY374177,1
PHY374178,1
PHY374179,1
PHY374182,1
PHY374183,1
PHY374186,1
PHY374187,1
PHY374188,1
PHY374189,204
PHY374191,2
PHY374194,5
PHY374195,3
PHY374196,2
PHY374197,1
PHY374198,4
PHY374200,3
PHY374201,21
PHY374202,13
PHY374203,1
PHY374204,1
PHY374206,1
PHY374208,3
PHY374209,1
PHY374212,3
PHY374213,1
PHY374214,2
PHY374217,1
PHY374218,1
PHY374219,1
PHY374222,1
PHY374224,7
PHY374225,1
PHY374226,363
PHY374227,1
PHY374228,4
PHY374229,2
PHY374231,5
PHY374232,1
PHY374234,1
PHY374235,1
PHY374237,1
PHY374238,2
PHY374239,2
PHY374240,26
PHY374244,4
PHY374245,3
PHY374246,1
PHY374248,2
PHY374249,2
PHY374250,1
PHY374251,1
PHY374252,4
PHY374253,1
PHY374254,1
PHY374255,2
PHY374256,7
PHY374257,13
PHY374259,3
PHY374260,1
PHY374262,5
PHY374263,2
PHY374264,1
PHY374266,3
PHY374269,8
PHY374270,2
PHY374271,2
PHY374272,2
PHY374273,1
PHY374274,2
PHY374276,1
PHY374277,1
PHY374278,7
PHY374279,1
PHY374280,2
PHY374282,1
PHY374284,3
